,group,num,level,school,title,description,credits
326,BA,A343,300,Anchorage,Principles of Marketing,"Examines the present role and evolving scope of marketing in organizations and the global economy.  Provides a comprehensive delineation of the key marketing terms, concepts, and decision paradigms; offers an overview of the requisite steps, strategic considerations, and essential elements involved in planning, implementing, and evaluating marketing activities and campaigns. Registration Restrictions: College of Business and Public Policy majors must be admitted to upper-division standing.
Prerequisites: (COMM A111 with a minimum grade of C or COMM A235 with a minimum grade of C or COMM A237 with a minimum grade of C or COMM A241 with a minimum grade of C or COMM A1O with a minimum grade of C or COMM A2O with a minimum grade of C) and (WRTG A211 with a minimum grade of C or WRTG A212 with a minimum grade of C or WRTG A213 with a minimum grade of C or WRTG A214 with a minimum grade of C or WRTG A2W with a minimum grade of C).",3
327,BA,A347,300,Anchorage,International Marketing,"Emphasizes concepts of marketing strategy used to achieve competitive advantage in the global marketplace. Focuses on global consumer insights, market planning, organizing, coordinating and on the controlling functions of international marketing management. Registration Restrictions: College of Business and Public Policy majors must be admitted to upper division standing
Prerequisites: BA A343 with a minimum grade of C.",3
328,BA,A361,300,Anchorage,Human Resource Management,"Covers the sustainable, competitive advantage that organizations can gain through the recruitment, selection, promotion and management of human talent. Examines human resource practices from both a theoretical and a practical lens. Registration Restrictions: College of Business and Public Policy majors must be admitted to upper-division standing.
Prerequisites: BA A300 with a minimum grade of C.",3
329,BA,A375,300,Anchorage,Statistics for Business and Economics,"Covers intermediate statistics and probability with emphasis on the analysis of business and economic data. Includes multivariate probability models; classic inferences for means, standard deviations, and proportions in one and two populations; analysis of variance; contingency tables; multiple regression and nonparametric statistics.  Statistical computer packages are used extensively. Registration Restrictions: College of Business and Public Policy majors must be admitted to upper-division standing.
Prerequisites: ECON A227 with a minimum grade of C and (MATH A221 with a minimum grade of C or MATH A251 with a minimum grade of C).",3
330,BA,A377,300,Anchorage,Operations Management,"Introduces management of the operations/production system with an emphasis on quantitative analysis. Covers characteristics of systems, types of production and service systems, forecasting, planning and scheduling work, facility design and location, and selected topics in operations research. Registration Restrictions: College of Business and Public Policy majors must be admitted to upper-division standing.
Prerequisites: ECON A227 with a minimum grade of C and (MATH A221 with a minimum grade of C or MATH A251 with a minimum grade of C).",3
331,BA,A380,300,Anchorage,Investment Management,"Introductory course in investment management covering valuations and techniques of investment in financial securities. Evaluates investment choices including common stock, preferred stock, bonds, convertibles, mutual funds, closed end funds, hedge funds and private equity. Registration Restrictions: College of Business and Public Policy majors must be admitted to upper-division standing.
Prerequisites: BA A325 with a minimum grade of C.",3
332,BA,A381,300,Anchorage,Consumer Behavior and Relationship Management,"Examines why consumers behave the way they do. Explores perceptions about consumption behaviors; theories developed in marketing, psychology and sociology; and theories to predict how consumers will respond to marketing actions. Registration Restrictions: College of Business and Public Policy majors must be admitted to upper-division standing.
Prerequisites: BA A343 with a minimum grade of C.",3
333,BA,A383,300,Anchorage,"Market Research: Methods, Metrics and Strategies","Examines the marketing research function and its role in the managerial decision-making process. Includes an overview of marketing research methods, metrics and strategies. Includes conducting primary and secondary data collection, analysis of statistical data, and preparing a written and oral research report. Registration Restrictions: College of Business and Public Policy majors must be admitted to upper-division standing.
Prerequisites: BA A343 with a minimum grade of C and (BA A375 with a minimum grade of C or ECON A312 with a minimum grade of C).",3
334,BA,A385,300,Anchorage,Intermediate Financial Management,"Intermediate course in corporate finance utilizing advanced analytical techniques and concepts. Includes multifactor asset pricing models, free cash flow and corporate valuation, capital budgeting risk analysis and real options, capital structure theory, mergers, and corporate bankruptcies. Registration Restrictions: College of Business and Public Policy majors must be admitted to upper-division standing.
Prerequisites: BA A325 with a minimum grade of C.",3
335,BA,A386,300,Anchorage,The Startup Venture,"Introduces concepts, theories and methods of commercializing a validated new business model for a new venture. Includes the venture capital funding process, the players involved in this process, strategies for raising capital, capitalization tables, negotiating tactics, and term sheets.
Prerequisites: BA A286 with a minimum grade of C.",3
